0	0	-2384.649255	0.000000
1	0	646.825085	0.000000
1	1	1212.583602	796.589276
2	0	569.363124	0.000000
2	1	665.755840	635.367718
2	2	836.089696	169.668645
3	0	-157.663450	0.000000
3	1	-309.761217	245.760644
3	2	889.340648	-914.154506
3	3	274.548323	1141.266981
4	0	353.457139	0.000000
4	1	-445.826916	-515.953706
4	2	765.069714	-152.758844
4	3	732.637502	-250.564260
4	4	122.563074	-932.737382
5	0	-547.198810	0.000000
5	1	-74.177851	-142.690520
5	2	44.000834	312.420981
5	3	257.683078	76.668348
5	4	-1053.076892	130.696726
5	5	-105.224718	448.163101
6	0	251.795810	0.000000
6	1	4.833022	-343.680253
6	2	-50.421531	273.602842
6	3	107.541697	376.349257
6	4	-396.829452	347.451271
6	5	-219.940773	-407.447870
6	6	-77.603767	-53.343500
7	0	-278.634653	0.000000
7	1	52.376599	402.452562
7	2	-353.459197	-54.788787
7	3	-138.854465	35.538544
7	4	509.044176	-71.400384
7	5	7.097085	-20.929766
7	6	116.774147	217.175977
7	7	-52.240253	-201.699582
8	0	18.899889	0.000000
8	1	-36.060564	-162.353596
8	2	-234.759587	-17.549758
8	3	63.523699	98.965586
8	4	50.251908	-157.371624
8	5	-117.639492	-9.937396
8	6	-190.592237	-176.416316
8	7	375.956606	90.136170
8	8	194.611905	262.961830
9	0	-168.741914	0.000000
9	1	115.616287	155.103638
9	2	-99.291371	-90.058171
9	3	-25.345338	2.284261
9	4	-21.347580	-123.857749
9	5	119.941472	158.984071
9	6	11.078449	-432.068511
9	7	-25.860086	-205.244325
9	8	-229.516925	-202.468830
9	9	-53.040512	-190.798328
10	0	-48.840999	0.000000
10	1	95.426789	-120.311850
10	2	346.068301	182.814100
10	3	-199.331514	-161.753422
10	4	170.753184	-48.962154
10	5	56.572345	70.795114
10	6	-161.068164	148.680219
10	7	-16.739501	120.654111
10	8	-164.084116	189.422979
10	9	300.564410	-24.786184
10	10	-165.832029	125.834557
11	0	-64.031286	0.000000
11	1	303.549253	-78.188931
11	2	14.325706	104.183010
11	3	4.336025	-53.375686
11	4	-105.797659	150.262964
11	5	143.850155	55.671892
11	6	-27.734127	-2.219557
11	7	-46.507120	-156.881779
11	8	-142.208645	-133.804945
11	9	-65.408609	144.086590
11	10	-130.212201	-95.294910
11	11	-97.604754	-48.195178
12	0	-46.918347	0.000000
12	1	14.722105	-86.043869
12	2	63.725975	-39.656276
12	3	-42.253582	-160.014064
