0.000000	3.141593	-4229.000000
0.017453	3.141593	-2308.000000
0.034907	3.141593	-3745.000000
0.052360	3.141593	-3897.000000
0.069813	3.141593	-3492.000000
0.087266	3.141593	-2165.000000
0.104720	3.141593	-2570.000000
0.122173	3.141593	-2792.000000
0.139626	3.141593	-2100.000000
0.157080	3.141593	-1591.000000
0.174533	3.141593	-1536.000000
0.191986	3.141593	-1292.000000
0.209440	3.141593	-1327.000000
0.226893	3.141593	-1169.000000
0.244346	3.141593	-1130.000000
0.261799	3.141593	-217.000000
0.279253	3.141593	-110.000000
0.296706	3.141593	-62.000000
0.314159	3.141593	-40.000000
0.331613	3.141593	154.000000
0.349066	3.141593	-13.000000
0.366519	3.141593	-3.000000
0.383972	3.141593	368.000000
0.401426	3.141593	377.000000
0.418879	3.141593	120.000000
0.436332	3.141593	-22.000000
0.453786	3.141593	-36.000000
0.471239	3.141593	-100.000000
0.488692	3.141593	-155.000000
0.506145	3.141593	-189.000000
0.523599	3.141593	-2618.000000
0.541052	3.141593	-3539.000000
0.558505	3.141593	-3696.000000
0.575959	3.141593	-3791.000000
0.593412	3.141593	-3809.000000
0.610865	3.141593	-3845.000000
0.628319	3.141593	-180.000000
0.645772	3.141593	-1029.000000
0.663225	3.141593	-919.000000
0.680678	3.141593	-3890.000000
0.698132	3.141593	-5418.000000
0.715585	3.141593	-5036.000000
0.733038	3.141593	-5450.000000
0.750492	3.141593	-5647.000000
0.767945	3.141593	-5805.000000
0.785398	3.141593	-5619.000000
0.802851	3.141593	-5713.000000
0.820305	3.141593	-5702.000000
0.837758	3.141593	-5393.000000
0.855211	3.141593	-5670.000000
0.872665	3.141593	-5254.000000
0.890118	3.141593	-5351.000000
0.907571	3.141593	-5404.000000
0.925025	3.141593	-5328.000000
0.942478	3.141593	-4710.000000
0.959931	3.141593	-3710.000000
0.977384	3.141593	-3973.000000
0.994838	3.141593	-4721.000000
1.012291	3.141593	-5252.000000
1.029744	3.141593	-4930.000000
1.047198	3.141593	-4958.000000
1.064651	3.141593	-4637.000000
1.082104	3.141593	-5258.000000
1.099557	3.141593	-5358.000000
1.117011	3.141593	-5584.000000
1.134464	3.141593	-5507.000000
1.151917	3.141593	-5567.000000
1.169371	3.141593	-5454.000000
1.186824	3.141593	-5234.000000
1.204277	3.141593	-4892.000000
1.221730	3.141593	-4078.000000
1.239184	3.141593	-4651.000000
1.256637	3.141593	-4622.000000
1.274090	3.141593	-4991.000000
